"","RouteID","CoV","p312_400m","p316_8km","p437_5km","p484_1km","p485_20km","p488_20km","p489_400m","p490_400m","p491_20km","p492_5km","p493_4km","p495_1km","p498_20km","p556_8km","p557_8km","p558_4km","pADV_400m","pDSD_400m","pISNV_20km","pSHV_400m","evd20km","lvd8km","pwm400m","pwt400m","countobs","mean_temp","prop_quality","msday","mean_noise"
"41",17014,0,0.000166893827709939,0,0,0,0,0,0,0,0,0,0,0,0,0.350517728076434,0.0199435431336663,0,0.401407471280354,0,0.00290887001355458,0.535506661845289,127.587679678796,123.414915068583,166.339271673786,831.696358368931,1,83,1,48.8,0.004
"42",17015,0,0,0.171620824016047,0,0.176637909843262,0.00514912608228635,0,0.0311445404106847,0,0.0151268995836077,0,0,0,3.22012053984554e-05,0.0628425002639231,0.0401091202241907,8.42634019581727e-05,0.0287994051364182,0.252817022250186,0.00176876621081516,0.130240805353772,109.018254738759,117.700614426059,234.670203866972,1173.35101933486,2,65.6,0.8,60,0.004
"43",17017,0,0,0.00216753633610126,0,0,0,0,0.0723483519153416,0,0.161284551523261,0,0,0,0,0.00205034145808633,0.0343710958745127,0,0.232270604432686,0.19115622384796,1.40460859472606e-05,0.0875739006020031,119.609294876135,118.205301592645,394.711566404038,1973.55783202019,1,30.4,1,75,0.004
"44",17019,1.36930639376292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133546581367453,0.000424536067925771,2.64317413495519e-05,0.161513964433672,0,6.48955709527424e-05,0.758165882253473,126.610239884296,116.410720374007,88.7416826810571,443.708413405286,2,74.6,1,68.4,0.012
"45",17021,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11163697776035e-06,0.757126025030417,0.00600883798978701,0.000104822058461456,0.729605889772698,0,0.0137129841609899,0.19365716786367,115.959130518092,109.311463268737,120.021350477236,600.106752386178,2,68.8,1,53.8,0
"46",17023,0.95831484749991,0,0.0456549294984688,0,0,7.90792017745373e-07,0,0.0431027567582021,0,9.3313458093954e-05,2.73600533272312e-05,0,0,0.0130725828453488,0.0383537864426172,0.363786779140072,0,0.556619160940132,0.0511778389796519,0.000362973536145126,0.00254017487098586,111.37573901363,114.776362990624,206.333154560264,1031.66577280132,1,68.8,1,70.4,0.016
"47",17028,1.49071198499986,0,0,0,0,0,0,0,0,0,0,0,0,0.000204833462808312,0.685146853856875,0.0828948947285834,1.3004036452915e-05,0.778885696580474,0.000140837135936004,0.00212344023111284,0.141907498169117,120.740629889308,110.898874602427,135.366372762847,676.831863814235,1,81.4,0.8,49.2,0.108
"48",17031,0.173054663810793,0,0.0042792884995241,0,0.0157398147745554,0.000200466811936793,0,0.350633113428389,0,0.00329242518638197,0,0,0,0.00190257163893915,0.00274411773736299,0.0172246159514477,2.65523146980338e-06,0.0269472228133645,0.371834432858055,0.00205161759576948,0.0993828474143435,107.941460873505,122.795913822954,183.73907640611,918.69538203055,1,63,1,51.6,0.024
"49",17035,0,0.000198480208687762,0,0,0,2.36025333385783e-05,0,0,0,0,0,0,0,6.29400889028756e-06,0.733326838198061,0.0779954645154095,0.00935911497625424,0.815299988658274,0,0.0160410684080091,0.0970568220483158,128.718989302642,121.630623969087,146.623748815753,733.118744078766,1,74,1,52,0.012
"50",17036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414300978934611,0.00353743911289293,0.00490873205000821,0.289086622129905,0,0.00504651571002282,0.632038398922136,122.015899948284,122.042079106237,145.045761825892,725.228809129459,1,67.4,1,59.4,0.044
"51",17037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592786014119094,0.014117873816242,0,0.644930000566797,0,0.00471909493708638,0.277787224394944,126.403580465534,122.040788373909,163.586073830281,817.930369151404,1,72.2,1,54.4,0.044
"52",17040,0,0,0.0021073318432766,0,0,0,0,0,0,0.0154637466242284,0,0,0,2.26056134259259e-05,0.0011139606854261,0.00046444877452385,0,0.00111491194729507,0.0478905359179019,0.00210910373263889,0.281489927784113,139.519504992816,122.251676538465,438.791602679078,2193.95801339539,1,65.2,1,77.4,0.064
"53",17041,0,0,0.0199341834542174,0,0,0,0,0,0,0.0105854699780036,0,0,0,0.000212271512275506,0.00443982413964871,0.00789593371382455,0,0.0854792464964227,0.0175781773359415,0.000106505567134749,0.455826790642836,127.060131565749,117.859447220966,152.698657424434,763.493287122172,1,68.6,1,67.8,0
"54",17042,0,0,0,0,0,4.36558367853782e-05,0,0,0,0,0,0,0,0,0.868708851231469,0.0126653893339459,0.00017424685149343,0.840133854503529,0,0.06130896367511,0.021427968842271,127.811484956433,126.100097836717,164.077728183945,820.388640919723,1,66.2,1,62.4,0.004
"55",17044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750424401061225,0.00121987530163583,0.000100258416067414,0.599246906939215,0,7.1657974960874e-05,0.310543302850995,138.069363308795,131.795894842284,186.746047668568,933.730238342841,1,35.2,1,51.6,0
"56",17045,0.394600231323492,0,0.28710614536064,0,0,7.42315549432277e-07,0,0,0,0.100364773860991,0,0,0,2.52387286806974e-05,0.00169146214925687,0.00658863616086978,0,0.0021974926045922,0.183518805465559,0.000187063518456934,0.257444710522609,111.998803226482,121.318038203059,278.645344766614,1393.22672383307,2,59,1,75.8,0.004
"57",17046,0.210662522117372,0,0.0194247648367087,0,0,0,0,0.00306556911722963,0,0.188260238482401,0,0,0,0,0.00658021127864478,0.0853140951826442,0,0.421572523417542,0.13934147033778,0.000201965800457789,0.0956854953164916,116.433897301304,116.59836484996,387.48962824682,1937.4481412341,1,61.8,1,75,0.088
"58",17047,0.32987183419814,8.13404912965674e-05,0.00220415068247946,0,0,0,0,0.279079225638523,0,0.308580246317386,0,0,0,0,0.00923192836276296,0.0632418096030306,0,0.19003850116588,0.661759123691774,0,0.0431646873813784,116.517811777687,114.935002174746,138.505664016752,692.528320083761,1,67.6,0.8,75.6,0.028
"59",17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713656917542785,0.00139201601758125,0,0.754732167638079,0,3.52436913792431e-05,0.192894809880655,125.999353331727,119.363818622024,131.868268450051,659.341342250253,1,67.8,0.8,67,0.012
"60",17052,0,0,0.100258626797988,0,0,0,0,0,0,0.0184610723475068,0,0,0,0,0.00785209853799098,0.0181204090790996,0,0.120109112607621,0.000369391640383031,0.000559974556203207,0.276390191231211,112.561027556322,116.975497334394,369.762824485233,1848.81412242616,1,69.6,1,66.2,0.08
"61",17055,0.408248290463863,0,7.16299392680444e-05,0,0,0,0,0.0108212780498918,0,0.00117870353738231,0,0,0,0.312892139486012,0.082342452506792,0.235011435208162,0.00335910872035058,0.53798838136462,0.185385579223146,0.0110462722606469,0.119717507688803,123.316156734773,115.103809395079,66.9531118114389,334.765559057195,1,74.2,1,58.2,0.064
"62",17138,0.359704419603723,0,0.00937343032172043,0,0.0429974518195987,0.000107669236659566,0,0.356645252229541,0,0.0199360358598853,0.000396551966588387,0,0,0.00307847881457032,0.0398466742428414,0.00707888399941927,0.000129655781421378,0.0140955788674745,0.40568160255889,0.0117144129485608,0.00951451573554525,106.678286355645,118.368903442315,138.695917300369,693.479586501847,1,74.8,1,66.2,0
"63",17154,0,0,0.00169253377333196,0,0,0,0,0,0,2.84564687169802e-05,0,0,0,0.0256347851873596,0.0184992781272559,0.0352402804991234,3.43405610675336e-05,0.0613863124323375,0.0116452585071832,0.000105588476028795,0.250256020130497,117.25873772106,116.175853150916,506.20091070201,2531.00455351005,1,53,0.8,70.8,0
"64",17202,0.912870929175277,0,0.0458855363422393,0,0,0,0,0.000356728796932132,0,0.108657266403459,0,0,0,2.25606316976875e-05,0.00288199743946687,0.0364931877519302,0.000164402258204603,0.0207497250215524,0.053003953744166,0.000274487685655198,0.0828799904872321,125.097504222499,117.045410289121,441.440674764302,2207.20337382151,1,67.4,1,78.4,0.008
"65",17203,0.509325342847625,0,0.00905092079148027,0,0,0,0,0.029807948786343,0,0.264275446247634,0,0,0,0,0.00375345314809,0.0183006046429899,0,3.33422245932249e-05,0.157842091224326,9.56326249941178e-05,0.0509469191784476,123.950163578945,120.757958918711,623.807640021373,3119.03820010687,1,57.6,1,64.2,0
"66",17205,0,0,0,0,0,3.88426747376566e-06,0,0,0,8.54538844228445e-06,0,0,0,1.63139233898158e-05,0.2133714708798,0.000551359100181949,0.00262428330006178,0.249597110308419,0,0.0424138702530367,0.647540983606557,130.304011466277,123.008919604366,150.343271478267,751.716357391334,1,72,1,47.8,0.02
"67",17207,0,0,0,0,0,7.57442631295106e-07,0,0,0,0,0,0,0,0,0.92879862816392,0.000526599406236856,0.000218839296494547,0.933424246556662,0,0.00190269588981331,0.0105550252284195,128.430825719932,126.772536267203,162.788001772305,813.940008861526,1,69.8,1,61,0
"68",17208,0.307896646179406,0,0.107509949263667,0,0.0216034321499736,0.00223556622208076,0,0.160508888114326,0,0.0250341378018634,0.00133676816002251,0,0,0.000195180395480523,0.00857875195030383,0.0375399237145572,0,0.297590001493801,0.195961758701389,0.00738757796893779,0.0746153463128019,110.760184180939,122.31855265093,191.908984047225,959.544920236123,1,74.8,1,67.6,0.016
"69",17209,0,3.09444238148286e-05,0.129186971154357,0,0,0,0,0.00117588810496349,0,0.0638157189980681,0,0,0,0.000129286302670316,0.00164293828497415,0.0360875773693877,0.000886309807197674,0.0278499814333457,0.0228369847753435,0.00113771946349878,0.263770268597599,117.194596754989,119.697398462756,412.063577510426,2060.31788755213,1,59.6,1,68.6,0.008
"70",17211,0,2.15950072343274e-05,0.00202068854316108,0,0,0,0,0,0,0.00643719624341398,0,0,0,0,0.000428944115300178,0.000356592095851955,0.000452806858282338,0.00185717062215216,0.02070961193772,0.000739677829212165,0.156801347528451,143.369471537264,122.800394839224,204.656099171643,1023.28049585821,1,75.6,1,67.2,0.372
"71",17213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525639826229217,0.00330078129685202,0.000272382061237896,0.737203758238676,0.00016827934371056,0.000943050283563099,0.196830739026784,121.265378736306,125.774749039258,119.462849314457,597.314246572287,1,68.8,1,54.4,0.032
"72",17217,0.478842292230336,0,4.3475378262963e-06,0,0,0,0,0,0,0.0564201540014154,0,0,0,0,0.000272807998600093,0.000419537400237593,0,0.00385313346757153,0.393665945757824,0.000168571324606735,0.208069207248863,132.44372190741,121.023424022163,333.505523529741,1667.5276176487,1,62.6,1,75.2,0.12
"73",17221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537321183183145,0.00650738064630524,5.11670347850558e-05,0.473547957143589,0,0.00553782632031609,0.414159019839032,119.054614295673,119.248503440931,116.436896824576,582.184484122882,1,37.8,1,52.6,0
"74",17222,0,6.05877006967586e-05,0.151374103665014,0,0,0,0,0,0,0.0272805400227912,0,0,5.00600720865038e-05,0,0.0168505444405099,0.0191370285941926,0,0.0827627991517722,0.0565586186004241,0.000526242063777509,0.227355346864586,113.559348965536,118.354875728275,489.462859787497,2447.31429893748,1,68.4,1,77.6,0.004
"75",17223,0,0,0.0902630677775294,0,0,0,0,0.026675300802139,0,8.41693908991846e-05,0,0,0,0.00231465824972758,0.0120809401458776,0.0276560535937285,0.000385126711039646,0.117145721925134,0.116811497326203,0.00168338781798369,0.190591577540107,119.798950370163,119.421246014764,333.421035335273,1667.10517667637,1,63.4,1,66.2,0.02
"76",17301,0.494623391390872,0,0.00135501886437261,0,0.0274748228936117,6.18867924528302e-05,0,0.736346225812843,0,0.0407124528301887,0,0,0.00317324871336764,0.000809811320754717,0.000151973895787088,0.00250609856536642,7.26927533876961e-05,0.0193277125938319,0.771325423206463,0.0271788679245283,0.0217051533229137,109.507202409962,124.506052540193,229.589385494553,1147.94692747276,3,62.2,0.8,49.2,0.004
"77",17302,0.248128618477727,0,0.020744109498103,0,0.00158195961468703,0.000110086499881716,0,0.657530135547442,0,0.00253277025259777,0,0,0,0.00459552580357289,0.00172646680527575,0.0216396133083161,0,0.055544440554194,0.783374180963337,0.00167472015777503,0.0386885409893463,113.19079942516,122.902876231454,255.275703937403,1276.37851968701,3,60.2,1,62,0.044
"78",17303,0,0.000108544633553317,0.0274180618588564,0,0,0,0,0.000651267801319903,0.000998610628690517,0.133550665416153,0,0,8.11212763080806e-05,0,0.00407691952725333,0.0495304406056463,0,0.1357893365752,0.17998871135811,0.00140456638630627,0.0433744355679055,129.588739290187,124.000800453813,630.702202849432,3153.51101424716,1,70.8,0.8,78.4,0.008
"79",17305,0.825483864839956,0,0,0,0,0.000324665788719571,0,0,0,0,0,0,0,6.66795262895939e-05,0.451932846577349,0.0155844616148012,0.000246437678505187,0.505873833279691,0,0.0539834269625015,0.395826628044201,130.796878840866,123.955260476192,135.402932991089,677.014664955447,1,74.2,0.4,69.4,0
"80",17306,0,0.00010468737731948,0,0,0,0,0,0,0,0,0,0,0,0,0.489889857169021,0.0119404472944182,0.0141589646899259,0.593760632311759,0,0.037940870915446,0.151456463136957,117.152243313958,121.203988826633,125.53015955143,627.650797757148,2,76.4,1,66.6,0.032
"81",17307,0,2.72650434877444e-05,0,0,0,1.01282864341732e-05,0,0,0,0,0,0,0,0,0.437495142424125,0.0065188668246998,0.000107159637635564,0.743108760258473,0.000736156174169098,0.0179371952749206,0.127791258827058,125.828363566287,123.602196993788,149.65699349324,748.284967466202,1,60,1,61.2,0.004
"82",17309,1.03189864561148,0,0.245388040712468,0,0,0,0,0.0026955535961708,0,0.0461118801099976,0,0,0,0,0.00367421251206458,0.0228919891199438,0,0.0658773145232397,0.102607381282277,0.000287913183101711,0.378208842423479,114.7212912578,118.315652726531,341.941995309158,1709.70997654579,1,57,1,66.4,0.068
"83",17312,0,0,0.000155792654140308,0,0,9.65392840959792e-05,0,0,0,0,0,0,0,4.34861640071978e-06,0.37460815786989,0.00606293079029365,0.012489978267337,0.345655059736547,0.000357398141529664,0.125020982074133,0.412080057183703,135.302839661128,128.822688227953,170.642916188433,853.214580942165,1,63.4,1,58.6,0.06
"84",17315,0.311804782231162,0,0.0266099837718629,0,0.0778410875319664,0.00479883283595073,0,0.373605426921568,0,0.00103851351402909,0.062144096573429,0,0,0.00121325237862326,0.00246196096924976,0.0293481929437656,2.86123032904149e-05,0.113836407467623,0.699501037169928,0.0182819583266884,0.0028592252060324,110.769347703166,115.911002351104,174.248511659689,871.242558298445,2,70.4,1,51.6,0.06
"85",17318,0,0,0.0919554176561335,0,0,0,0,0,0,0.0109105695728369,0,0,0,0.000230572431051108,0.00605354897848273,0.00324446569808524,0,0.0476585344564221,0.0135294374372627,0.00253261347589045,0.602736437830053,119.497364649243,112.1691827207,126.946929993767,634.734649968834,1,73.8,1,75.6,0.008
