"","RouteID","Totalab","p312_400m","p316_8km","p437_8km","p484_1km","p485_20km","p488_20km","p489_1km","p490_5km","p491_20km","p492_1km","p493_4km","p495_1km","p498_20km","p556_5km","p557_8km","p558_400m","pADV_400m","pDSD_400m","pISNV_20km","pSHV_1km","evd20km","lvd8km","pwm400m","pwt400m","countobs","mean_temp","prop_quality","msday","mean_noise"
"28",14416,0,0,0,0,0,0,0,0.000158326489011152,0.00286940218882419,0,0,0,0,2.5470114640986e-06,9.52656769197939e-06,0.000564456889743122,0,0,0.00141722038938711,3.90541757828452e-05,0.00342381032486616,112.830109603644,112.802310828616,1886.36930018986,9431.84650094928,3,70.8,0.4,69.6,0.048
"29",14419,0,0,0,0,0,0,0,0.00441044663537054,0.00315970255275912,0,0,0,0,0,0,0,0,0,0.00598035924122881,0.00026042940994492,0.000754301738443654,113.152739173224,114.281464399355,1029.68594625218,5148.42973126091,1,22.4,1,64.6,0.024
"30",14420,0,0,0,0,0,0,0,0,7.08196190578967e-05,0,0,0,0,4.64483465356307e-05,0,0,0,0,0,0,0.00673293290100817,116.964146626282,117.659223736627,1075.85703788942,5379.2851894471,1,23.4,0.6,51.8,0.068
"31",14422,0,0,0,0,0,0,0,0.00371210164270065,0.00230111634688616,0,0,0,0,3.07577794113576e-05,0.00016291089181495,0,0,0,0.00450400231889228,0,0.00931852319585163,118.416242706586,117.927430861623,913.063232135386,4565.31616067693,1,69,1,49,0.124
"32",14434,0,0,0,0,0,0,0,0.00754300516244368,0.0163832453644838,0,0,0,0,0,2.05819665382962e-05,0,1.94715423408688e-05,0,0.0149736160601281,5.59591274533081e-06,0.0189167989200825,119.623627154796,114.684175021235,996.829236789175,4984.14618394587,1,69,1,65.4,0.004
"33",14436,65,0,0,0,0,0.0504886473669836,0,0.0162937087528866,0.09401955146636,0,0,0,0,0.000586563050872707,0.000258988889815591,0.000313508288375374,0.000204576672414297,0,0.203466113335477,5.50872706507436e-05,0.0298796141087107,110.185477312756,113.094942842726,417.970627336637,2089.85313668318,1,60,1,53.4,0
"34",17003,141,0.000258658596518455,0.125281052753313,0,0,0,0,0.027961673408513,0,0.185294147667806,0,0,0,0.000308567094499262,0.00836207471092006,0.129691465856732,0,0.270996611572386,0.278006259538036,0.000452251008731742,0.132630178435391,123.529970961942,120.963593749686,343.892577465993,1719.46288732996,1,69.8,1,50.8,0
"35",17004,0,0,0.00256634539213097,0,0,0,0,0,0,0.000990669188837753,0,0,0,0.000374274240768304,0.110955872101129,0.0564315421177713,0,0.0698230511716882,0,0.0436550387634288,0.739007456929802,136.480753439972,130.615347516669,185.209550215631,926.047751078153,1,65.6,0.8,69.2,0.164
"36",17006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111735372047781,0.00524727475876341,0.0600776253211611,0.188733395287815,0,0.052166384810972,0.712465545045921,118.044151053419,115.048708053808,148.739337367128,743.69668683564,1,77.4,1,53.8,0.02
"37",17009,24,0,0.348464948377539,0,0,3.94043325851764e-06,0,0.0433332671655716,0,0.0814779146596727,0,0,0,0.00396171159811364,0.00724648862588676,0.166674423752575,0,0.462548023003317,0.070370105233016,0.000809364991299523,0.232397721182286,112.026025467079,121.125564236965,267.087668987021,1335.43834493511,2,64.4,1,70.2,0.004
"38",17011,0,0,0.0831683417155591,0,0,0,0,7.9528133077076e-05,0,0.000423054066463253,0,0,0,0.000128221468419897,0.0015698821840799,0.00297822669150151,0.000192215281114849,0.00140957872817556,0.000192215281114849,0.00559490922380712,0.0664059911193585,144.347028093835,117.569262469964,160.49062896817,802.453144840849,1,62.8,1,53.2,0.096
"39",17012,0,0,0,0,0,6.66339179039139e-05,0,0,0,0,0,0,0,0,0.0772825942911111,0.00351955462412866,0.000541251063171731,0.117219515966906,0.00141756230830692,0.02707351580696,0.792678486710725,131.832648254987,130.341985563453,173.029041028013,865.145205140066,1,72.6,0.8,55.6,0
