"","RouteID","pres","p312_400m","p316_8km","p437_8km","p484_1km","p485_20km","p488_20km","p489_1km","p490_5km","p491_20km","p492_5km","p493_4km","p495_1km","p498_20km","p556_8km","p557_8km","p558_400m","pADV_400m","pDSD_400m","pISNV_20km","pSHV_1km","evd20km","lvd8km","pwm400m","pwt400m","countobs","mean_temp","prop_quality","msday","mean_noise"
"280",85316,1,0,0.161807338943472,0,0.039731481404839,0.000383573834127331,0,23.9771212886244,0,64.8403182128528,0.0932081955300813,0,0,0.000306859067301865,1.51592229161687,3.42236823019137,0,4.25122497966633,80.3249419746474,0,0.170514274362434,121.563919505894,132.176500849808,172.844536509074,864.222682545368,1,70.4,1,55.4,0.068
"281",85317,0,0,0.00018861732186037,0,32.4579860636699,0.299002922313413,0,0,0,0,0,0,0,1.62766235994113,0.430047493841644,1.31654890658539,0.00220740806145424,0.801289126307889,70.8202728356364,1.94901149964938,5.06717675456574,112.505515586286,131.006202253707,92.1389769453577,460.694884726789,1,65.6,1,42.8,0.004
"282",85318,1,0,0.0284799579870123,0,0.644015516193859,0.0338720026261993,0,42.9920082254522,0,0,0,0,0,3.01580196069654,0.0147449427876021,0.147045456840745,0,0,77.1711865208954,1.60466747243237,0,103.017670205893,116.20734985302,133.965397096333,669.826985481666,1,74.8,0.8,57.6,0.24
"283",85321,0,0,0.0199910289014582,0,0.55019511549003,0.0512273905623498,0,2.04794848543511,0,0.00834105927023851,0,0,0,1.83997862326757,0.0706150772141059,2.05489874693048,0.181015132865108,5.43769459126783,46.2674679603215,0.145267297733003,0.427929534270024,120.048754628911,127.254418205404,130.977424971496,654.887124857478,1,89.6,1,49,0.044
"284",85323,1,0,11.4729446287576,0,0,0.000364426506561955,0,18.8040274385022,0,1.78559877552694,0,0,0.0198307177818441,0.0420912615079058,12.7790746921859,7.74829328304779,0,14.8316232570376,17.9272998333772,0.560032433959084,13.8490521818297,109.181108529452,115.462882197892,179.674855098841,898.374275494203,1,69.2,0.4,56.6,0.292
"285",85368,1,0,22.796482793038,0,0.427316079944275,0.00322019225296632,0,1.24310132347425,0,2.93112383211865,0,0,0,0.189467125581507,0.0248789543184123,0.635075792483023,0,0.0430015050526768,5.81441779033695,0.132552099715125,15.0511707656861,109.232538120091,115.583070623973,351.145099581444,1755.72549790722,1,78.2,1,77.6,0.068
"286",85901,1,0,0.0812051035426964,0,0.816551786277425,0.0284982542014355,0,0.0011262783258999,78.859905899263,21.9936959767347,0,0,1.94733522548092,0.0315649954672068,0.0111409440836016,8.52554556584236,0,16.4224959462919,78.5338377947828,0.573031825294482,0.282695859800874,121.683827281297,126.646834792652,152.650568444867,763.252842224337,2,62.6,1,57.2,0.02
"287",85902,1,0,5.25043245793364,0,0,0.00381530686439739,0,0.207792207792208,3.55158243900215,27.1770177653894,0,0,0,0,0.00786287152067935,0.0617563034020024,0,0,39.2730837914493,0.108809616921179,6.35170235170235,120.817241192221,122.04391117306,491.824714514201,2459.123572571,2,63.8,0.6,71.4,0.076
"288",85903,1,0,1.5636549323192,0,0.174972775215045,0.0138568878314413,0,0.00489434336265861,70.9232275941143,23.4321447366675,0,0,3.02592778396368,0.00604396171371375,0.0125543787980522,2.70582128207009,0,0.276217659515698,86.7139305772949,0.100609850478284,1.44260770614362,121.255850146535,124.628126443142,247.060652932841,1235.30326466421,2,63.2,0.8,62.8,0.008
"289",85904,1,0,0,0,0.00837190389054334,0.0614896342934484,0,0,75.5404431176638,8.33646152412423,0,0,2.36446485594345,0.000348383197130019,0.049477335014916,10.4799786568359,0,3.53293413173653,79.8323353293413,0.098853732185643,0.165046105270711,126.490497768813,134.588896349864,241.283560154431,1206.41780077215,1,57.4,1,54.4,0
"290",85906,0,0,0.384050429328102,0,0,0,0.000154035499021104,0.613569476560858,0.16694083363028,26.5364655938608,0,0.001560184101724,0,0.00284965673189043,0,0.0378839624089693,0,0.728534800825464,33.0717278469139,1.02726274297175,10.446447340761,120.638846135264,123.332015315391,700.828412809649,3504.14206404824,1,63.2,1,68.2,0.548
"291",85909,1,0,1.50628787613409,0,0.0509872995272087,0.00462811277315048,0,0.0185408361917122,22.6831043191644,24.471917640162,0,0,3.6594975433392,0,0.00642215761142443,8.99464041755701,0,12.1025033829499,40.7786423094272,0.0615612460936524,3.30606285343469,119.682709405397,124.456713160009,158.752069295719,793.760346478596,1,47.4,1,62.8,0.008
"292",89005,0,0.225467038866223,0,0,0,0,0,25.4040032250149,24.9639909230716,0.594655062596678,0,0,0,0.000611706377880086,1.33689465987313,1.50269661037473,0.11810178226326,12.3818982177367,45.3832939660726,0.102078501808739,2.31126067701943,131.475912776874,129.470386003407,316.97638493047,1584.88192465235,2,68.2,1,62.8,0.284
"293",89006,1,0,0,0,0,0.00735318871471577,0,20.8092828104443,18.2407235621521,0.139179029768897,0,0.0175193232196359,0,0.00301214959397995,11.9778290715,13.1257807508069,0.0930826307810962,40.9138054838967,41.19305337624,0.657711723109034,1.91890578516315,126.063877232984,129.84407700339,214.477934581193,1072.38967290596,2,64.8,0.8,55.2,0.136
"294",89016,0,0.273297894705229,0,0,0,0,0,0.967353407290016,7.19666677708007,0.0786652489867053,0,0.00331022196542925,0,0,55.5434485760667,0.417968051437103,1.51665315193561,55.6326395771391,20.3772111601646,2.70603659852743,0.462757527733756,132.677470202144,133.538631949783,327.567180408828,1637.83590204414,2,58.4,0.8,67.2,0.004
"295",89019,0,0.149597238204833,0,0,0,0,0,0,0.463097967559064,0,0,0,0,0,0,0.000445517646953996,0,0,0.486191024165708,0,2.26442370876594,122.672260554243,120.845318297911,684.05455142854,3420.2727571427,1,53.2,1,73.6,0
"296",89021,0,0,0,0,0,0.789313530825644,0,4.40444935746856,20.954095409541,0.00092209524629164,0,0,0,0.0301986193160512,63.7672889971042,0.00202506554660688,0,72.1309164716827,21.2640599892876,0.52336589354103,0.105937082584865,126.129423280555,155.409500719094,147.308755372934,736.543776864671,1,70.2,0.8,54.8,0.008
"297",89029,0,0.475133720268579,0,0,0,0,0,5.3317882267561,8.31866752558492,0.927124537502827,0,0,0,0,0.406931990232613,0.596697644306011,0,2.50938886992147,14.128826675771,0.00204826028964039,3.51979960435907,135.444745459102,129.679758277153,357.556534633316,1787.78267316658,1,63.6,1,62.6,0.068
"298",89035,0,0.0495309131169512,0,0,0,0,0,0,0,0,0,0,0,0,0.133286056655118,1.58205992461363,0,0.442864634928034,0,0,8.52359022095929,144.554401284995,129.31203139336,1253.36149901153,6266.80749505766,1,61.4,1,63,0
"299",89036,0,0.622971719981456,0,0,0,0,0,0.206927575348628,0.883518575655165,0.204941578787603,0,0,0,0,2.05182994796815,2.09094847711145,0,11.3583681038479,0.793926750115902,0.0324133543019724,5.05751558383137,129.66037296659,124.332576353616,564.880883087031,2824.40441543516,1,63.4,1,69.2,0.064
"300",89043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138138345553071,0.356006540550361,0,0.657033960976165,0,0,4.91750081126282,130.681848857755,117.311558526979,1394.95990164255,6974.79950821275,1,57.6,1,77.8,0.048
"301",89046,0,0.122898162113848,0,0,0,0.585358276157965,0,3.55884343422557,10.9868635555696,0.040776424953081,0,0.297347992020123,0,0.611646374296215,70.7130734149833,0.816862100350791,0.0865873414893023,71.8451483157366,18.1582034523211,0.453992467563698,3.18195608037152,121.836993027871,166.666607490288,341.672529650253,1708.36264825126,1,68.2,1,62.6,0.004
"302",89049,0,0.751153809927475,0,0,0,0,0,1.94574368568756,4.58920781729601,0.226075715494022,0,0,0,0,0.194641777671073,0.342873924432688,0,0.127154563435999,3.4543656400113,0.0100478095775121,4.79346167101571,141.306757113442,128.10865860323,615.29974395546,3076.4987197773,1,63.8,0.8,73.2,0.176
"303",89050,0,0.00695442533265335,0,0,0,0,0,26.8355293504202,14.4089572217917,1.54006479110853,0,0.00846883468834688,0,0,0.493395190520047,3.17865953485545,0.356993833742872,10.1094162919004,49.3207844591775,0.265678807962384,0.626717205142089,132.828606326141,133.744117509795,223.224885354885,1116.12442677442,1,72,0,42.6,0.12
"304",89054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036699873935933,0.438930492273759,0,0.0859106529209622,0,0,5.39275016810318,122.960088147183,120.591820025162,1760.75314538392,8803.7657269196,1,60.2,1,61.8,0
"305",89055,0,0.0583676513505626,0,0,0,0,0,0,0.169195334160785,0.723260717487098,0,0,0,0,0.0873632099137946,1.97426820154587,0,0.0389117675670417,0.068095593242323,0.00803714143482658,0.872947806910071,118.668098866186,121.005197544661,700.285780307635,3501.42890153818,2,69,0.8,76.2,0.016
"306",89057,1,0.917992656058752,0,0,0,0,0,4.76780797121324,16.7391137363189,0.00189676874064419,0,0.0212042499375232,0,0.00121393199401228,54.6302201281181,1.0870073642239,0.622638497152892,49.7924538342824,40.6045447288596,1.94600885715131,1.35705901067436,130.109184661032,142.088822078205,257.765052674066,1288.82526337033,1,60.4,0.8,49.4,0
"307",89061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286728195164076,0,0,0,0,6.4387152186468,132.954017889194,114.419930997677,1923.12631835119,9615.63159175594,1,50,1,68.8,0.24
"308",89063,0,0,0,0,0.00108449283692481,0.631411002989172,0,19.8115151449425,5.67929589066666,0.0077903886858627,0,0.00103365583395353,0,0.026954744853085,53.6861475169944,14.038748419647,0.00261089788778361,68.9277042374873,19.787995091512,0.232387294499284,0.255940309514256,114.192755866348,131.356950405838,124.983372322057,624.916861610283,1,69,1,65.4,0.14
"309",89069,1,5.96485819975339,0,0,0,0,0,0.0413643884434262,0.56818068065563,0.379877554031128,0,0,0,7.84708849475579e-05,0.0873773671536061,0.0647716944181558,0,0,3.98684751335799,1.83802353812665,30.5322217979721,124.76039564742,132.573042371468,272.287788989408,1361.43894494704,1,41.4,1,53,0.004
"310",89070,0,4.33534819931935,0,0,0,0,0,1.29502721804051,2.30812637532069,0.138315343649225,0,0,0,0,0.299538300896979,1.07838820465725,0,3.2077005130289,6.95890689287347,0,29.4536986916957,128.46830867156,145.752912935011,395.239861914328,1976.19930957164,1,69.2,1,72.2,0.044
