"","RTENAME","RouteID","evd400m","evd1km","evd4km","evd5km","evd8km","evd20km","lvd400m","lvd1km","lvd4km","lvd5km","lvd8km","lvd20km","pwt400m","pwt1km","pwt4km","pwt5km","pwt8km","pwt20km","pwm400m","pwm1km","pwm4km","pwm5km","pwm8km","pwm20km"
"452","RUBY VALLEY 2",55143,110.642095964901,111.504262264655,116.892144908341,117.357994669844,117.241503865816,115.82901846684,116.879489278986,117.056534960873,117.776888829746,117.837036352203,116.874724448209,116.06176009676,1315.30486902964,1212.48348447139,1387.66810154047,1549.05970313538,1557.0325745083,1535.1840802359,263.060973805927,242.496696894279,277.533620308095,309.811940627077,311.406514901659,307.036816047181
"453","COMINS LAKE",55901,123.686606952609,123.985013696993,124.479646331237,124.641388995901,124.434380415669,125.02337750238,121.977739505878,122.075296506207,120.862499888898,120.973794541456,120.774191398051,120.009412742495,1129.30880522978,1509.33379627866,1456.65624549257,1528.29643157915,1421.87051587667,1330.21481147633,225.861761045957,301.866759255732,291.331249098513,305.659286315829,284.374103175334,266.042962295266
"454","HUMBOLDT NF",55902,111.011129841411,111.661344027109,111.936413010753,112.177622750037,112.750083377817,113.620084235453,114.634688809894,113.968381178319,115.287940504717,115.525596809968,116.109512752604,116.992318052751,1437.86376703551,1386.59619487688,1550.64153407803,1573.55258722644,1645.44257244962,1641.50235975094,287.572753407102,277.319238975376,310.128306815606,314.710517445289,329.088514489923,328.300471950188
"455","SHELDON NWR",55903,102.651999217872,102.871582644901,103.21389898253,103.260800021448,103.503125882974,103.681538465513,104.103130418328,104.033561127214,105.159115784043,105.287305693472,105.842850609694,106.298066742436,926.203705340732,909.594728712822,931.607588553643,929.457972292416,926.323357691425,909.290101259512,185.240741068146,181.918945742564,186.321517710729,185.891594458483,185.264671538285,181.858020251902
"456","CARSON RIVER",55904,102.022323581159,101.918261645171,100.370528094631,99.9987429062643,99.9120927999678,99.7153335324294,104.431453894356,104.232784198503,104.321633262804,104.604149518654,104.490123611206,105.411575885866,604.311852794094,709.191860297875,744.625601992001,722.089871981072,777.314410619376,950.366178192719,120.862370558819,141.838372059575,148.9251203984,144.417974396214,155.462882123875,190.073235638544
"457","AUSTIN",55905,117.50923114317,117.028460914271,115.819955383976,115.904548364115,115.777359078829,114.968849834575,113.916476760725,113.383050912249,113.650561943163,113.903456061743,113.726964506442,112.791510891307,1056.71678991747,1629.15613836801,1435.05800883983,1392.91622443662,1282.7006836106,989.871309834289,211.343357983493,325.831227673603,287.011601767966,278.583244887324,256.54013672212,197.974261966858
"458","ASH MEADOWS",55906,119.115714962811,118.903999926742,119.63790436791,118.847253947265,119.530379901828,118.975508083243,124.595227244932,123.552258858377,137.982860268542,139.976728714587,143.199288677788,148.284001637759,356.639136223692,311.919775602083,330.935358809201,329.93439969432,334.752885411505,337.316657920979,71.3278272447385,62.3839551204165,66.1870717618402,65.986879938864,66.950577082301,67.4633315841958
"459","VIRGIN CREEK",55907,103.572278046829,103.186788710139,105.315083093081,105.440487211892,105.740942363188,106.342850698147,106.68464690202,105.895112689336,106.51489404386,106.580970614818,107.019599213565,107.458767326719,557.677404454082,564.717954138266,596.010472363487,608.943179300737,646.181260706218,674.31796174426,111.535480890816,112.943590827653,119.202094472697,121.788635860147,129.236252141244,134.863592348852
"460","MEADOW VALLY",55908,112.125958085437,111.906108208869,119.113635323716,123.263635533011,128.839219046544,140.32857097946,121.459344357072,124.002207445966,125.678761859214,126.800934146923,129.135347349884,124.298523608975,938.102135673812,1074.4506673659,1029.45998240797,1042.04414422207,1064.32656706114,1114.21613102839,187.620427134762,214.89013347318,205.891996481593,208.408828844415,212.865313412229,222.843226205677
"461","FARMINGTON",60001,117.681017810301,118.503817005277,124.219627954737,128.812655038363,133.214845708115,131.698855795268,110.371367432673,110.955092155226,112.43775534392,113.506127767022,115.303264991974,114.79539650764,708.985958322689,735.515448912079,714.53262641886,716.418499037591,715.563968783887,723.360119937872,141.797191664538,147.103089782416,142.906525283772,143.283699807518,143.112793756777,144.672023987575
"462","NAGEESI",60002,119.824093980294,119.778668910878,121.232122871118,121.421965305936,121.587013462258,122.322779085724,114.029095117206,112.397375368072,112.977688974763,113.120359740558,112.773215862376,112.870004749416,527.491032096642,510.26544821331,502.624205855068,504.665986416757,503.512181479284,503.450865901199,105.498206419328,102.053089642662,100.524841171014,100.933197283351,100.702436295857,100.69017318024
"463","CEBOLLA",60003,122.371853899588,122.811385181159,129.59567187429,132.024464865392,137.840046091772,141.821717386846,122.53249677529,122.677438015509,120.815362268246,120.302375064686,120.725556658359,120.36509214629,1683.9768489154,1186.80489357938,1087.26372435289,1085.45423273945,1036.161134403,898.7200482562,336.79536978308,237.360978715876,217.452744870578,217.090846547891,207.2322268806,179.74400965124
"464","OJO SARCO",60004,119.88327569375,120.11564244873,126.263819267594,126.839610396263,128.030467297548,128.672181286402,114.739268663799,115.04912236211,116.831924302936,117.035116672269,117.063968038775,117.651750112604,942.264502020274,1154.00386419789,1200.29850494838,1269.37144125535,1340.57254850151,1439.57272348087,188.452900404055,230.800772839578,240.059700989675,253.87428825107,268.114509700302,287.914544696174
"465","CROWNPOINT",60007,117.711081581644,116.669208130502,117.403134602584,117.90521124357,118.242797095955,120.173074194341,107.715403632754,107.52403945155,106.869573670198,106.813851548414,107.652136445539,108.509556831108,439.830600417562,442.276678794573,442.539095861987,439.79188699655,455.966452758647,486.033873262769,87.9661200835124,88.4553357589146,88.5078191723974,87.95837739931,91.1932905517293,97.2067746525538
"466","TORREON",60008,117.610205424058,117.165025723921,118.374157068878,118.704647200273,120.459315273287,120.164120170819,124.608386167477,123.908405730418,121.644623565804,121.482700439509,119.779602242262,120.195817842803,454.055960871945,455.654570360255,458.007642817525,457.640043705161,461.365276116871,468.023923565603,90.811192174389,91.130914072051,91.6015285635051,91.5280087410322,92.2730552233742,93.6047847131205
"467","LA CIENEGA",60009,138.341935536407,148.522581530255,145.582252344246,144.550530266486,141.838033082136,136.090083398386,108.483468670216,107.014283043954,108.357488780411,108.560026487779,109.267866130954,109.393600416486,678.179016470066,636.167145795936,636.658227530211,634.804328429931,627.513675826014,592.040242766846,135.635803294013,127.233429159187,127.331645506042,126.960865685986,125.502735165203,118.408048553369
"468","CORREO",60014,104.851501466921,105.36174835745,107.796367901504,108.144111142865,110.324947852446,117.206422985951,111.721842025667,111.392302312513,110.564023127376,110.34896814039,109.920625229558,109.711431329722,303.064917023468,318.095996933797,326.516270412439,329.49592156189,333.862196022809,338.563676115822,60.6129834046937,63.6191993867595,65.3032540824878,65.8991843123779,66.7724392045618,67.7127352231645
"469","SHIPROCK",60051,107.861553371613,111.300714271168,112.050717338343,112.203222339079,113.291438486458,112.912909827133,136.681434139525,137.939835356722,132.629606857811,131.74439704109,130.273396715778,129.138800673598,481.99862774038,481.235057731577,470.123702981238,473.276647442728,468.167706542097,463.453095579369,96.399725548076,96.2470115463154,94.0247405962475,94.6553294885456,93.6335413084195,92.6906191158738
"470","COUNSELOR",60052,126.47732233447,127.068829181042,129.895654828993,129.797209572841,129.197902257209,125.826836443443,115.685681427473,115.574273242972,114.818327920141,115.165011043238,116.089355476364,116.034337844252,548.206216173267,556.629262939843,564.387341314626,565.731709791597,575.524626915706,581.203551434695,109.641243234653,111.325852587969,112.877468262925,113.146341958319,115.104925383141,116.240710286939
"471","STINKING LK.",60053,125.916792275638,125.357075197731,123.4495283479,123.166229972957,121.558088313155,120.439925736181,125.004889767601,124.079571935706,122.81712854144,122.274789708444,122.026133141567,121.689291590237,784.162403843972,844.727022540096,871.679500333146,878.634276120085,903.624544843784,897.911014876216,156.832480768794,168.945404508019,174.335900066629,175.726855224017,180.724908968757,179.582202975243
"472","MCGAFFEY",60057,120.304959125511,118.153985263277,122.287983434616,123.755781843676,124.135915589047,122.774469380078,105.809564293131,106.092228370573,107.303038836759,107.561441203111,107.762618233784,108.140575615648,861.362550808546,821.72112202196,795.072116400655,822.456560025893,788.892909050586,713.084864924884,172.272510161709,164.344224404392,159.014423280131,164.491312005179,157.778581810117,142.616972984977
"473","MT. TAYLOR",60058,119.257158139557,120.377111626019,122.179438035113,123.803975314766,127.87004937238,128.008428172521,115.188415143446,115.719569396527,115.213096794539,115.109504722992,115.891764401217,115.976015265188,1169.75715712197,1026.08961545274,897.231398997813,897.661523437949,781.5216430319,761.555877415109,233.951431424395,205.217923090547,179.446279799563,179.53230468759,156.30432860638,152.311175483022
"474","VALLECITOS",60059,125.24977821928,126.496749431158,127.255765131372,127.996557178228,129.351926389383,129.129945505642,122.062468159693,121.491999752448,121.596744698022,121.523887814312,121.042687513709,120.641389956955,1180.77165691503,1166.07942464253,1184.19437396042,1197.12469813738,1222.54818554788,1242.06712938355,236.154331383006,233.215884928507,236.838874792084,239.424939627476,244.509637109576,248.41342587671
"475","AZTEC",60101,115.971846313971,117.331855787413,125.215047361652,127.108616765436,130.744980680429,131.464360677338,111.173630315214,111.384940098579,112.427808480996,113.484709344639,114.983848684706,114.774681183119,708.985958322689,713.323721096419,699.680124943064,703.484558274406,702.146849401612,718.21860414156,141.797191664538,142.664744219284,139.936024988613,140.696911654881,140.429369880322,143.643720828312
"476","BLUEWATER LAKE",60107,139.797590243584,136.500024433807,138.919063433501,139.734219885146,138.226584090829,132.558547387688,110.401358414747,111.458716543798,113.064590477306,113.209776317007,113.621340515795,114.212616673443,618.607038244772,811.478504059877,791.034968012904,765.330937651271,741.993228973067,722.874526698664,123.721407648954,162.295700811975,158.206993602581,153.066187530254,148.398645794613,144.574905339733
"477","DULCE",60153,133.397739751864,132.416134399114,127.842594833255,126.44940884976,123.900876532871,124.486058311789,135.249137546842,135.229601220402,130.914454067167,129.792064794057,127.870888558846,129.12627132468,1188.03461126517,1145.405813588,1145.61487239334,1145.87828186106,1143.66166287614,1156.36022578107,237.606922253034,229.0811627176,229.122974478669,229.175656372211,228.732332575229,231.272045156214
"478","LA PLATA",60201,125.858573176892,129.770126573763,129.563212149434,129.587513061717,130.37823332063,131.105247419393,110.478780884416,110.439218808938,113.047444038462,113.285367037113,114.065507319565,115.075819019428,708.985958322689,735.515448912079,770.589026959899,757.285896487241,773.282189832375,758.403507316944,141.797191664538,147.103089782416,154.11780539198,151.457179297448,154.656437966475,151.680701463389
"479","TOBACCO",64025,134.117849316593,138.684074780767,139.041356433261,141.703337941543,142.379496323361,141.115450846673,147.104692345114,150.408431933957,149.637522135126,151.68695658369,150.906839066972,149.14314257157,696.729173500481,716.663482974338,716.014508894856,719.467968822015,721.566848781155,716.679290895957,139.345834700096,143.332696594868,143.202901778971,143.893593764403,144.313369756231,143.335858179191
"480","BOWMAN",64030,138.36413719836,137.307338240843,136.563082378693,136.43315494656,135.978065494457,135.648784184313,140.598970021846,141.650626611803,140.797543555304,140.983735664285,141.258514746981,140.425463062248,873.776727385237,805.293128000461,812.855222568191,806.782368141646,795.392966848484,787.595046421944,174.755345477047,161.058625600092,162.571044513638,161.356473628329,159.078593369697,157.519009284389
"481","GORHAM",64032,129.91366509198,129.496720359729,129.817965130361,129.659776957273,129.65163051541,129.716853720585,135.458952726331,136.175810979628,136.042792415664,135.952825338288,136.19159606981,136.67626263099,733.70670871682,733.667716319449,736.692890341236,737.090484379588,742.381928540202,743.358135671549,146.741341743364,146.73354326389,147.338578068247,147.418096875918,148.47638570804,148.67162713431
"482","ROOSEVELT PK",64033,135.825572176896,136.238060039691,135.513423944202,135.590000913834,134.96366156604,135.400106445761,138.059821643671,137.533369882826,136.322778800642,136.514885579828,137.191317811247,138.80074234847,684.519851502441,689.874353734225,688.339536278259,688.534291302532,689.909016854622,696.746539277425,136.903970300488,137.974870746845,137.667907255652,137.706858260506,137.981803370924,139.349307855485
"483","GOLVA",64035,132.433219955275,132.172428736987,132.098691853438,132.257713403319,132.649254285538,133.436809660928,143.072377832449,143.182166133259,142.976900987458,143.062152121258,143.451739517183,145.059997191805,622.191975444112,641.150504574794,649.325215862132,654.057387642128,653.79074923065,658.972988511743,124.438395088822,128.230100914959,129.865043172426,130.811477528426,130.75814984613,131.794597702349
"484","SHELLROCK",69003,129.078344083644,128.146421375307,127.154635813809,127.330324288478,125.964218254759,125.039540177919,127.185855696065,127.086282509562,128.038892903351,128.688967034212,127.730258303048,126.268010997497,7922.16897212413,7049.06346659078,7011.00820695491,7014.00888285984,7129.98811072625,7253.13056828913,1584.43379442483,1409.81269331816,1402.20164139098,1402.80177657197,1425.99762214525,1450.62611365783
"485","LONE ROCK",69004,126.144446186327,125.925725181486,124.914209041966,124.614509475141,124.173758068609,124.308587530093,126.899377694879,126.608644211923,127.079617591173,127.394768365895,128.657235891211,128.252674019545,1135.91789756098,1150.9021709178,1130.46569214108,1131.69727953047,1134.08181360305,1147.05951977458,227.183579512197,230.18043418356,226.093138428217,226.339455906095,226.81636272061,229.411903954916
"486","ORDNANCE",69005,127.101855783166,129.717810578239,135.772248879526,136.14484682574,133.030926883562,130.463544781892,138.897567604379,142.202569247143,148.845704685145,148.792400593093,144.967714810756,141.324154502983,808.264279018837,817.313414434362,811.930664393198,809.828300236371,813.825256574612,820.84238629463,161.652855803767,163.462682886872,162.38613287864,161.965660047274,162.765051314922,164.168477258926
"487","ALBEE",69006,125.71980817546,126.171534014501,128.400238240652,128.817812331239,129.694099177785,129.699696712198,125.671994967376,126.839500019573,129.991957239738,130.563039492026,131.472228413886,131.399794125288,1744.75727312156,1738.44964397345,1822.14823984009,1922.61851078066,1955.39003605962,1972.24784158184,348.951454624312,347.689928794689,364.429647968018,384.523702156131,391.078007211924,394.449568316369
"488","FLORA",69007,130.678000739464,130.429420064179,130.223594404777,130.111570865824,129.580472695025,129.41393494745,136.055133503155,135.833062597673,135.171437304754,135.455848104194,135.083909988655,135.352476517486,2398.86052156964,2346.44218256098,2116.43158911905,2093.73713951253,1992.41819726132,2017.54279955003,479.772104313928,469.288436512197,423.28631782381,418.747427902505,398.483639452264,403.508559910005
"489","IMNAHA",69008,117.299317343395,116.889725392666,118.110697275032,118.518192355427,119.23142639044,120.503505081162,126.081265762021,125.311416209406,126.950649879055,126.900105656517,127.025682338255,127.227404835288,1429.47119850342,1522.23609482528,1485.64129445735,1580.23491564808,1697.44832371771,1773.37912621645,285.894239700684,304.447218965055,297.12825889147,316.046983129616,339.489664743542,354.67582524329
"490","COOL CAMP",69010,119.018217320237,120.235815483995,121.947058378203,122.57182017191,123.092531342766,123.262459679366,118.357254052262,118.360693397959,118.576920681423,118.964470968322,118.166761866376,117.71459759736,10393.0717375828,10128.5124420589,9660.56581310229,9673.48178404278,9485.95299986287,9440.32114971985,2078.61434751656,2025.70248841179,1932.11316262046,1934.69635680856,1897.19059997257,1888.06422994397
"491","DESCHUTES",69011,119.214512662339,118.671258252173,118.529947490075,118.012415342692,117.431692682084,118.937203128234,119.262650153716,116.793800130524,115.014840192119,114.415305271132,113.879572488104,115.443274918852,867.446911760523,871.496121098269,868.119194807467,864.640948354696,894.253593607577,919.898709043346,173.489382352105,174.299224219654,173.623838961493,172.928189670939,178.850718721515,183.979741808669
"492","OCHOCO",69012,113.463865094146,114.003935086227,114.211559322155,114.53416445894,114.639863918898,116.017287834948,115.038618493324,114.343491546317,114.191592856421,114.343774005953,115.108364027617,116.515001240349,2007.9512811247,1912.54081797714,1856.88519398141,1783.93445824258,1712.55286008209,1581.58943156442,401.590256224939,382.508163595429,371.377038796282,356.786891648515,342.510572016419,316.317886312884
"493","LOGDELL",69013,118.507274691837,118.3538499665,118.458618438621,118.832678316348,119.040230928669,118.615175524911,126.08192492033,125.165175592871,123.871909875352,124.043693968501,123.986917940048,123.604313389665,1340.03312653725,1696.79215714539,1605.14523771538,1601.23631959792,1608.54332095476,1660.22962985368,268.00662530745,339.358431429077,321.029047543075,320.247263919585,321.708664190952,332.045925970736
"494","WICKIUP",69014,119.805298657815,119.817233298167,119.503656650423,119.91903680883,120.146055579718,120.867116961741,124.76496507617,125.860286593056,123.586159758687,123.475452513677,123.792992791576,123.799745910029,2507.70376463055,2294.40678323163,2699.52582588642,2538.35609925962,2724.40792690648,2929.84014951206,501.540752926109,458.881356646325,539.905165177284,507.671219851924,544.881585381297,585.968029902411
"495","BRIDGEPORT",69015,114.596955158964,114.497685590635,116.567053999295,116.678466785567,116.691172655282,116.866890137531,121.428600152205,122.178867531409,121.824659841643,121.689728792574,121.5247356074,121.812519740013,1086.3415046272,1147.88901677123,1249.48136286877,1267.75111577605,1363.2289647973,1462.29208533121,217.268300925441,229.577803354246,249.896272573754,253.55022315521,272.645792959459,292.458417066242
"496","DELL SPRING",69020,154.924411668462,143.450892298848,133.333095100393,132.641869941288,131.232769274508,134.237737998819,153.531351724317,141.332158097238,131.471402756637,130.651894719572,128.073813077076,127.37649916245,3083.4545818028,2920.64330032677,2973.43786771784,2912.41358173669,3082.02432588584,3418.1360957434,616.69091636056,584.128660065354,594.687573543569,582.482716347338,616.404865177169,683.627219148681
"497","FANDANGO CAN",69021,108.040846659963,108.109243946217,108.851395736829,109.213208843788,109.230891447574,109.776532437695,112.510747581688,114.015777185836,115.483746662432,115.544837373014,115.884572592975,116.346826217655,671.457238039399,694.334903103065,674.136797120159,681.001401761363,704.789189786921,749.979927038982,134.29144760788,138.866980620613,134.827359424032,136.200280352273,140.957837957384,149.995985407796
"498","WAGONTIRE",69022,112.07874546626,111.31875390589,112.079509686905,112.088863700533,111.772683350102,111.079487350457,115.660610565076,115.0418297483,115.305620521617,115.719260348018,116.173385392638,115.624218046516,740.270962873236,732.257247992193,739.279791639271,739.40917334327,734.822272184768,751.192155370043,148.054192574647,146.451449598439,147.855958327854,147.881834668654,146.964454436954,150.238431074009
"499","BUCHANAN",69023,107.084677752634,108.261408566197,110.926981995591,111.150105877664,111.202611757288,111.826991573818,119.181885006905,119.942818962163,122.298282647217,122.198082122157,121.089270893213,120.475196399371,1002.01194648484,1186.10663562604,1201.38540074146,1187.71988597865,1133.81328240902,1094.44547776684,200.402389296969,237.221327125209,240.277080148291,237.543977195729,226.762656481804,218.889095553369
"500","CROWLEY",69024,111.062866314278,111.277023541358,111.043688062262,110.795362536078,110.173882167153,108.92240506563,115.313362987878,116.367949171303,115.220150742033,114.950021514471,114.79247694131,114.21597622631,981.99921893723,981.106015588168,982.390119659776,982.719291070877,993.269531114835,1008.78308773679,196.399843787446,196.221203117634,196.478023931955,196.543858214175,198.653906222967,201.756617547358
"501","MODOC POINT",69028,135.825224395136,132.43453380196,121.279922705508,120.698612290438,121.837776360628,124.669494635739,134.293919531676,131.59432680722,121.559032339702,121.205112955915,122.742526130941,127.331328481199,1664.17146568982,1832.51583632727,1882.50122284955,1940.9017177163,2094.43851935614,2350.69779974232,332.834293137964,366.503167265453,376.500244569911,388.180343543259,418.887703871228,470.139559948464
"502","PAISLEY",69029,111.74232678133,111.044859420813,109.955403653335,109.896696109718,111.2554694781,110.666240072519,110.412110643384,111.514583640764,110.748874477954,111.053788233004,112.529366069748,112.112427897158,2863.06815671687,3065.89528755474,2914.25742548964,2986.81474486296,2861.82755113677,2515.11680852192,572.613631343375,613.179057510948,582.851485097928,597.362948972593,572.365510227353,503.023361704384
"503","BLITZEN",69030,110.475067631567,110.734093874374,111.204305979152,111.093294346171,110.639638514844,109.973171717908,114.110267723592,114.789624494882,113.939433217886,113.88177157766,113.665029531633,112.772920955597,923.79258901194,876.489417706984,928.135644532984,930.135438431683,951.056734634048,975.787961702411,184.758517802388,175.297883541397,185.627128906597,186.027087686337,190.21134692681,195.157592340482
"504","ALVORD LAKE",69031,110.650902027977,110.544907078384,109.105447084392,108.943238146216,109.717336525935,110.187007029544,113.411054679168,112.807788590385,112.942586500988,113.454850823454,114.701941603151,115.713247451828,1122.26826583706,1124.34499320048,1181.18185293278,1251.14934604957,1396.34676957157,1525.93425994273,224.453653167413,224.868998640096,236.236370586557,250.229869209913,279.269353914315,305.186851988546
"505","WILLOW SPG",69032,106.667425533969,106.736655678028,108.571429298578,108.556582581603,108.157201833381,107.962051475264,108.959450298646,110.047969241356,110.241104115299,109.784666171059,110.478574404089,111.058084424093,827.051553991172,895.734197995489,874.159938273141,875.939431477807,889.526355855794,917.064603762839,165.410310798234,179.146839599098,174.831987654628,175.187886295561,177.905271171159,183.412920752568
"506","JOSEPH",69035,122.246965542657,117.140606085136,114.769228686143,114.247898356683,116.305842618266,116.782378144612,127.73981132627,124.10154487676,121.128728568956,120.779018800215,120.67875417586,122.258104423225,1531.12651322719,1717.20413169396,1741.90591076444,1842.1383615379,1970.62726723605,1773.6730472826,306.225302645438,343.440826338793,348.381182152889,368.427672307579,394.12545344721,354.73460945652
"507","EAGLE ROCK",69036,114.810791548291,116.012093625091,115.776688923962,116.066182034842,116.68422860864,116.34677010611,111.906396380678,112.291908690548,114.134400438387,114.527689732456,115.655183092084,117.195323479046,1614.86645837513,1382.18492708687,1401.03739644199,1417.2592683177,1402.39485288166,1450.44707687228,322.973291675026,276.436985417374,280.207479288399,283.451853663539,280.478970576332,290.089415374457
"508","SPARTA",69038,116.221053802597,116.284116679872,116.593540757317,116.543999813407,118.155357179628,117.974265913391,122.347852559559,123.20126740639,123.301471268719,123.391422434574,125.189951852437,124.186548216924,1654.66601948628,1895.15221430276,1745.6781794307,1762.36778221222,1882.58628042268,2177.84728285875,330.933203897256,379.030442860552,349.13563588614,352.473556442444,376.517256084537,435.56945657175
"509","BARNES VAL",69039,98.9753381453871,97.9227047689653,96.0956794252748,96.2918349845523,96.4407118852102,98.5685096220642,93.9753436591989,93.0265152558341,91.8684599286076,91.8570509281541,91.7537575553392,94.5009920395124,2078.8322246544,1976.76244486109,1936.10504234377,1916.06013670638,1856.25538297427,1776.14436866457,415.766444930881,395.352488972217,387.221008468754,383.212027341275,371.251076594854,355.228873732914
"510","GARFIELD",69041,122.771319294194,124.47091550345,125.012701254341,125.913092630018,125.734984080809,125.0094466356,127.53284768913,127.249612241882,127.821070711646,128.320407983139,128.173006689865,128.112676735011,5462.10373082978,5417.64975522629,5541.7446601378,5456.99456998427,5574.44012332407,5594.24596661195,1092.42074616596,1083.52995104526,1108.34893202756,1091.39891399685,1114.88802466481,1118.84919332239
"511","MT HOOD",69043,122.292747118508,123.05344908196,121.849690763864,121.938383754596,121.842990775483,126.024815820226,121.018536811728,120.980111615938,122.411616819625,122.448850759429,122.246212486047,124.555408157402,5268.89736205063,4627.60046367601,5722.39012229224,5744.10154267152,6117.79912855886,6414.36635375799,1053.77947241013,925.520092735202,1144.47802445845,1148.8203085343,1223.55982571177,1282.8732707516
"512","MONTAGUE",69044,133.626999869135,134.593412823561,134.145931998915,133.669858318579,132.741812168885,131.555520070197,194.61948135225,190.731336159294,191.137095664786,193.202989368221,188.84053779836,182.000121096994,884.304835439524,855.461419911205,862.810009805347,867.840061377477,879.236639803055,879.602243518743,176.860967087905,171.092283982241,172.562001961069,173.568012275495,175.847327960611,175.920448703749
"513","EIGHTMILE",69045,120.052239157823,121.239018168768,120.424451223855,120.394868875912,120.151164521431,120.003189493465,126.614264094904,129.202524226651,132.873115617345,133.376538741862,133.389597963305,131.419703101582,1016.89696168557,991.718534107895,999.858665017012,1004.31750298245,1009.81467610413,1026.75438949294,203.379392337113,198.343706821579,199.971733003402,200.863500596489,201.962935220826,205.350877898588
"514","PENDLETON",69046,131.386316864091,130.208565415013,127.837876134109,127.603133345342,127.411698809457,127.907249197529,159.095558358314,152.809296663225,154.592470560691,153.262113329737,151.444449569694,149.350907740592,2626.82360107619,2284.69490496984,1996.81700717914,2109.24052341946,2127.26991114321,2234.67008110441,525.364720215238,456.938980993967,399.363401435827,421.848104683892,425.453982228642,446.934016220882
"515","CAMP SHERMAN",69047,110.886323043153,111.080759424732,114.777143116316,116.573583136486,121.272744405326,126.823646874485,113.436833983621,114.39379426375,114.823387569819,115.178303822483,117.161217854805,119.011079810173,3145.08181295417,2957.88139824624,4240.99990854713,4431.32992924527,4674.28683923964,4645.99920125906,629.016362590834,591.576279649248,848.199981709426,886.265985849055,934.857367847929,929.199840251813
"516","MOUNT VERNON",69048,120.468405815899,119.196019660021,118.646805908687,118.691387313722,118.272140192549,118.465705153929,126.707843537329,125.407084694768,124.493630622259,124.884816735593,125.283755980924,124.619655627242,1621.03773407844,1603.55266268918,1638.16113968346,1649.8835716076,1622.63021764551,1608.94194389274,324.207546815688,320.710532537836,327.632227936692,329.97671432152,324.526043529101,321.788388778547
"517","GRANITE",69049,125.374983774439,125.083398036683,123.864747558368,123.854841369734,123.596692221093,126.659392389286,129.420676566528,127.571143826996,126.762442395431,126.971092131102,126.619395161853,126.668346638496,2467.39591056918,2477.49336370868,2375.12356722761,2413.26658547142,2439.79786651029,2609.27190352414,493.479182113836,495.498672741735,475.024713445521,482.653317094283,487.959573302058,521.854380704828
"518","ELK LAKE",69052,134.21047856533,131.927606631117,132.013744830526,132.458767678259,135.750639105786,135.89968008025,131.983828794152,128.770061560732,124.849949107628,123.973827250291,123.851300189857,122.536918754874,3726.5051251971,5306.68796196625,4493.12200394973,5095.7235220707,5189.0387473938,5173.18095768218,745.301025039419,1061.33759239325,898.624400789946,1019.14470441414,1037.80774947876,1034.63619153644
"519","CLOVER CREEK",69053,114.164189009334,113.313634290963,114.010144638104,113.921032481071,113.68467259066,113.1527025182,118.005227454244,118.163789983142,118.008892349495,118.019476727767,117.800113776225,118.245269504981,1140.25040194617,1141.79424640498,1137.88931123465,1127.52006993534,1084.4614626821,1064.23513822383,228.050080389235,228.358849280996,227.57786224693,225.504013987069,216.89229253642,212.847027644767
"520","SILVER CREEK",69054,113.598765138756,113.253442971826,112.912504812517,112.900896864903,112.777379001526,111.79438856996,115.44417601214,115.208415154093,115.171693979316,115.643279407251,117.245551280396,116.623524112786,1084.30862838604,1250.38120265387,1559.44556657402,1561.43431792062,1570.15650721644,1508.97515449934,216.861725677207,250.076240530775,311.889113314805,312.286863584124,314.031301443287,301.795030899869
"521","PRINCETON",69055,123.746064630968,125.680393759651,126.667284621235,125.809552621369,124.88609406986,125.07440262145,126.628402124576,129.409598631593,133.431236497138,132.980261274177,132.752860547253,133.040075718257,1021.7951701795,1030.78111065335,995.42555753782,994.749360741743,986.595769070045,960.149616429864,204.3590340359,206.15622213067,199.085111507564,198.949872148348,197.319153814009,192.029923285973
"522","ADRIAN",69056,113.182084206639,113.778002043378,113.38766485811,112.944999599334,112.404515616203,114.807383901001,131.496832998113,138.769843430999,128.633652803657,127.459492817418,124.479600625936,124.686914677475,813.47723214449,802.450373272864,825.960475071363,834.130313652796,846.889103186004,840.943411094821,162.695446428898,160.490074654573,165.192095014273,166.826062730559,169.377820637201,168.188682218964
"523","BLY",69060,102.905921690801,102.218511031428,101.775099591974,101.715021744576,102.641248570863,105.377165445377,102.900643204022,103.143661983784,102.919350689523,102.773866714132,103.479868669901,105.046849757287,2078.993709777,1447.14506762323,1750.06575666121,1673.23184621224,1853.17677290748,2120.33657608342,415.798741955401,289.429013524646,350.013151332243,334.646369242449,370.635354581495,424.067315216684
"524","BLIZZARD GAP",69061,113.851411809306,113.557665116827,110.366766639139,109.466529703353,108.577281969361,107.555110801756,115.657327264435,115.507441639734,112.90144860902,112.158058122134,111.050671327597,109.323753943141,818.626396412054,843.081519413743,834.092661703528,837.785998951299,859.300050489186,851.590233346661,163.725279282411,168.616303882749,166.818532340706,167.55719979026,171.860010097837,170.318046669332
"525","FISH LAKE",69062,113.983817405209,111.497542522971,110.699656603412,110.366430227794,110.420753236907,108.624847276077,114.281369820777,114.579400286665,115.492193918747,115.730739707649,115.955147852335,113.786989845608,1605.11653603941,1676.91024160139,1810.11199402754,1874.73249419168,1935.47268967773,1592.35400014389,321.023307207882,335.382048320277,362.022398805509,374.946498838337,387.094537935545,318.470800028778
