"","RouteID","p312_400m","p316_400m","p437_400m","p484_400m","p485_400m","p488_400m","p489_400m","p490_400m","p491_400m","p492_400m","p493_400m","p495_400m","p498_400m","p556_400m","p557_400m","p558_400m","pSHV_400m","pDSD_400m","pADV_400m","pISNV_400m","p312_1km","p316_1km","p437_1km","p484_1km","p485_1km","p488_1km","p489_1km","p490_1km","p491_1km","p492_1km","p493_1km","p495_1km","p498_1km","p556_1km","p557_1km","p558_1km","pSHV_1km","pDSD_1km","pADV_1km","pISNV_1km","p312_4km","p316_4km","p437_4km","p484_4km","p485_4km","p488_4km","p489_4km","p490_4km","p491_4km","p492_4km","p493_4km","p495_4km","p498_4km","p556_4km","p557_4km","p558_4km","pSHV_4km","pDSD_4km","pADV_4km","pISNV_4km","p312_5km","p316_5km","p437_5km","p484_5km","p485_5km","p488_5km","p489_5km","p490_5km","p491_5km","p492_5km","p493_5km","p495_5km","p498_5km","p556_5km","p557_5km","p558_5km","pSHV_5km","pDSD_5km","pADV_5km","pISNV_5km","p312_8km","p316_8km","p437_8km","p484_8km","p485_8km","p488_8km","p489_8km","p490_8km","p491_8km","p492_8km","p493_8km","p495_8km","p498_8km","p556_8km","p557_8km","p558_8km","pSHV_8km","pDSD_8km","pADV_8km","pISNV_8km","p312_20km","p316_20km","p437_20km","p484_20km","p485_20km","p488_20km","p489_20km","p490_20km","p491_20km","p492_20km","p493_20km","p495_20km","p498_20km","p556_20km","p557_20km","p558_20km","pSHV_20km","pDSD_20km","pADV_20km","pISNV_20km"
"106",14245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553564369482145,0.0790354460403215,0.00021083146659639,0.223718539992094,0,0.632599815522467,0.00021083146659639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637987212934867,0.0962165067350435,0.000537459830476212,0.248899886909494,0,0.73420371966991,0.000537459830476212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6741124225597,0.104906314533583,0.00116176766213186,0.214538021131118,0.00061351775415952,0.779018737093283,0.00116176766213186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691937092725682,0.0965112381139264,0.0011221761632613,0.205746604854996,0.000519185328721987,0.788448330839609,0.0011221761632613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714809746768663,0.0917951821984399,0.00289454346761126,0.184825667935336,0.000879668010702039,0.806604928967103,0.00289454346761126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596909270377716,0.0931882601175437,0.0102447770925589,0.280208644624956,0.0080904126708142,0.690097530495259,0.0102447770925589
"107",14308,0,0,0,0,0,0,0.00758327818221928,0.00562541363335539,0,0,5.51511140525039e-05,0,0,0,0,0,0.000634237811603794,0.0132638429296272,0,0,0,0,0,0,0,0,0.0114603609725758,0.00631183699796132,0,0,0.000218841063797929,0,0,0.000161251310166895,0,3.45538521786204e-05,0.000748666797203442,0.017991039034335,0.000161251310166895,3.45538521786204e-05,0,0,0,0,0,0,0.0167117125839943,0.00387016816835093,0,0,0.000863111128324154,0,0,5.80940182525873e-05,0,8.29914546465532e-06,0.000456453000556043,0.0214505246443125,5.80940182525873e-05,8.29914546465532e-06,0,0,0,0,0,0,0.0136155518888027,0.00317331963764711,0,0,0.000817370209696983,0,0,4.58951187263012e-05,0,6.55644553232874e-06,0.000926644301902462,0.017610612699835,4.58951187263012e-05,6.55644553232874e-06,0,0,0,0,0,0,0.011750690211071,0.00196447171586666,0,0,0.000755069614837053,0,0,2.71050630967147e-05,0,3.87215187095925e-06,0.00121972783935216,0.0146315712030647,2.71050630967147e-05,3.87215187095925e-06,0,0,0,0,0,0,0.0098755159718865,0.0013674029724939,0,0,0.000477235258388804,0,0,2.16925117449456e-05,6.27533375478785e-05,3.09893024927795e-06,0.00116287357604155,0.0120928005652449,8.44458492928241e-05,3.09893024927795e-06
"108",14341,0,0,0,0,0,0,0.00847432339689076,0.0272729985378808,0,0,0,0,0,0,0,0,0.439292214961358,0.0357473219347716,0,0,0,0,0,0,0,0,0.00364483523090219,0.0126880346697729,0,0,0,0,1.25252069790453e-05,0,0,0,0.419895038765516,0.0163453951076542,0,0,0,0,0,0,0,0,0.00107814546622841,0.00386155252947137,0,0,0,0,9.26772607073129e-06,0,0,0,0.277429379927341,0.00494896572177051,0,0,0,0,0,0,0,0,0.000857835459447997,0.00302411095957089,0,0,0,0,7.22895050096627e-06,0,0,0,0.268119364430672,0.00388917536951985,0,0,0,0,0,0,0,0,0.00267693168244399,0.0030213644774059,0,0,0,0,2.20436988775624e-05,0.000800461815491485,0.000197015558718214,0.000214926064056233,0.283812623048616,0.00572171758990729,0.000997477374209699,0.000214926064056233,0,0,0,0,0,0,0.0121526429972368,0.0100079083889494,0,0,0,0,3.41246556608965e-05,0.00117474127112636,0.000254228684673679,0.000133939273469019,0.310193119957549,0.0221980885074132,0.00142896995580004,0.000133939273469019
"109",14366,0,0,0,0,0,0,0.000381439597917789,0,0,0,0,0,0,0,0,0.000246813857476216,0.389786393825166,0.000897504936277149,0,0.000246813857476216,0,0,0,0,0,0,0.000271705053713999,0,0,0,0,0,0,0,0,0.00459808552439075,0.403596956903398,0.00383522133511683,0,0.00459808552439075,0,0,0,0,1.66441508292948e-05,0,0.00025798433785407,0,0,0,0,0,0,0,0.000399459619903076,0.0122750612366049,0.389095861986701,0.0259288129669031,0.000399459619903076,0.0122750612366049,0,0,0,0,3.2980877687117e-05,0,0.000404565432961969,0,0,0,0,0,0,0,0.000424353959574239,0.0131725625482345,0.393173837808838,0.0297751363759292,0.000424353959574239,0.0131725625482345,0,0,0,0,6.06865064198577e-05,0,0.00112334596989949,0,0,0,0,0,0,4.64832815130825e-05,0.000427387949467508,0.0135150140999287,0.389288444256216,0.0481334380067969,0.000473871230980591,0.0135150140999287,0,0,0,0,1.81560982387006e-05,0,0.000534420804678274,0,0,0,0,0,0,4.73637345357407e-05,0.000358385591320438,0.0176366759499586,0.285824350011683,0.104000498898004,0.000405749325856178,0.0176366759499586
"110",14405,0,0,0,0,0,0,0,0.000169709312192402,0,0,0.136591752127427,0,0,0.0161951172206464,0.0147404659732829,0,0.022377385021941,0.263922224646641,0.0309355831939293,0,6.81623432266106e-05,0,0,0,0,0,0,0.000535561268209083,0,0,0.151310664485472,0,0,0.0221430240710446,0.0178001090597492,0,0.0217048375788736,0.296545142946171,0.0399431331307938,0,0.000387948936791708,0,5.02051565259857e-05,0,0,0,0.000123230838745601,0.00276128360892922,0,0,0.133162331527469,0,0,0.0192901903688253,0.0232746541549331,0,0.0178730357232509,0.278147977416808,0.0425648445237585,0,0.00051388194989651,0,8.38626793233888e-05,0,0,0,0.000128470487474127,0.00380058525444294,0,0,0.134563914067518,0,0,0.0178823781314681,0.0251748626079509,0,0.0192438084362287,0.273602883448719,0.043057240739419,0,0.000358551452133381,0,0.000260951486652948,0,0,0,0.000198282035133933,0.0151238851772364,0,0,0.138831327739657,0,0,0.0181700314682836,0.0265749295482354,0,0.0257355698451037,0.269007079593286,0.044744961016519,0,0.000226234651181494,0,0.000130028553669098,0,0,0,0.000225483041044678,0.0470162204983626,0,0,0.16109635867437,0,0,0.0054995313710797,0.0061068323616267,0,0.0316916414188295,0.301869179249247,0.0116063637327064,0
"111",14406,0,0,0,0,0,0,0,0.153999006458023,0.00272144106784164,0,0.000151191170435647,0,0,0,0.00017278990906931,0,0.00630683168102983,0.16276809434329,0.00017278990906931,0,0,0,0,0,0,0,2.70870578037814e-05,0.165384545930621,0.00171551366090615,0,8.12611734113441e-05,0,0,0.000171551366090615,0.00123697563970602,0,0.002230167759178,0.177402170576232,0.00140852700579663,0,0,0,0.00036666504220129,0,0,0,0.000111391911554822,0.192450413194372,0.00171729196980351,0,0.00086792864419799,0,0,0.00170568864568322,0.000317931080896055,0,0.00492677142147682,0.21291867694257,0.00202361972657927,0,0,0,0.000288603451551152,0,0,0,0.000157087954641766,0.198380167463066,0.00139004573816726,0,0.000688629754650534,0,0,0.00134620723919746,0.000250244764952581,0,0.00454093785162129,0.22180636535005,0.00159645200415004,0,0,0,0.000169782570851986,0,0,0,0.000505049419622997,0.212011149771868,0.000837092548694286,0,0.0017945372995115,0,0,0.00407800542014739,0.0016430224736246,0,0.00326240433611791,0.247622506721456,0.00572102789377199,0,7.47235043530177e-07,0,0.000118063136877768,0,0,0,0.00025107097462614,0.198646458442149,0.000582096098910008,0,0.0318456630851691,0,0,0.00344101737545647,0.000162897239489579,0,0.00440943399187158,0.281029869226395,0.00360391461494605,0
"112",14407,0.000268574826865156,0,0.000115103497227924,0,0,0,0,0.00270493218485622,0,0,0.253995050549619,0,0,0,0.00485353079977747,0,0.0226178372052871,0.353406104322136,0.00485353079977747,0,0.000300065540631243,0,0.000536959388498014,0,0,0,2.36893847866771e-05,0.00415353879926405,0,0,0.277884380009318,0,0,0,0.00284272617440125,0,0.033504686549957,0.378508990121527,0.00284272617440125,0,0.000118158915301158,0,0.00128919816516084,0,0,0,2.10998063037781e-05,0.0130354603344741,0,0,0.338350163945495,0,0,0,0.00263747578797227,0,0.0265140166013276,0.493433740278264,0.00263747578797227,0,9.99630644948138e-05,0,0.00174172932712998,0,0,0,7.62430152926546e-05,0.0203026678278196,0,0,0.3455740082478,0,0,0,0.00331064115292993,0,0.027457651240728,0.518889630611062,0.00331064115292993,0,0.000176754472256387,0,0.00637789054058462,0,0,0,0.00160131134984655,0.0404336376386023,0,0,0.339956716196496,0,0,0,0.00287646861398191,0,0.0285374303897752,0.542727763393097,0.00287646861398191,0,0.000157883079722724,0,0.010557215032265,0,1.49652208267985e-06,0,0.000656973194296455,0.0119751697056042,7.55743651753325e-05,0,0.384930920540664,0,0,0,0.00105654459037198,2.24478312401978e-06,0.0365069079459336,0.518437900319657,0.00105654459037198,2.24478312401978e-06
"113",14408,0,0,0,0,0,0.0102146765820121,0.0974322997053459,0.0964220569664656,0,0,0.00667882699593097,0,0,0.00148730181001824,0.0385856601655676,0,0.0671250175389364,0.414227585239231,0.0400729619755858,0,3.4706154558075e-05,0,0,0,0,0.0206848681166127,0.100439611291069,0.106073577047663,0,0,0.00734613604812587,0,0,0.00628181397501157,0.0543267006015733,0,0.0703262378528459,0.418116612679315,0.0606085145765849,0,6.05872218914804e-05,0,0,0,0,0.0214347054143903,0.113598406819487,0.13946651634011,0,0,0.0227123055281889,0,0,0.00386967951993846,0.0387679193294312,0,0.0516150445974638,0.442558045192799,0.0426375988493696,0,4.69994911794216e-05,0,0,0,0,0.0193065735940511,0.111772963849217,0.151800182684979,0,0,0.0230604025199901,0,0,0.00302227162845063,0.0337865037895894,0,0.043760613200318,0.436813271021544,0.03680877541804,0,3.76444901406728e-05,0,0,0,0,0.0115133320314614,0.1251514602533,0.156973994715655,0,0,0.0298497279009197,0,0,0.00448792905895833,0.0270040397243482,0,0.0348882076281854,0.435797322065083,0.0314919687833066,2.94097579224006e-05,3.6982850312653e-05,0,0,0,0,0.00806448033917712,0.106097140633945,0.167191330036435,0,0,0.0174241000963033,0,0,0.0103159962662114,0.024601731684983,0.000450451116808114,0.0284316756633614,0.387840630542805,0.0349177279511945,0.000530334073483444
"114",14412,0,0,0,0,0,0,0.0280932456664674,0.000821876867901973,0,0,0.0197499501892807,0,0,0,0,2.49053596333931e-05,0.185968320382546,0.234359434150229,0,2.49053596333931e-05,0,0,0,0,0,0,0.0201084317850785,0.000576549603495711,0,0,0.0200477423531316,0,0,0.000748502994011976,0.000101149053244862,4.04596212979447e-05,0.178507849166532,0.219068619517721,0.000849652047256838,4.04596212979447e-05,0,0,0,0,0,0,0.00708077659175661,0.000688100546534341,0,0,0.0152171339502397,0,0,0.00918207288439911,0.0048635637195904,8.87871672947537e-05,0.164502890515557,0.148195647455754,0.0140456366039895,8.87871672947537e-05,0,0,0,0,0,0,0.010433380631841,0.00167026882822136,0,0,0.0122679698887647,0,0,0.0125598802974006,0.00661728032291864,0.000104391801763835,0.15866200641043,0.133627305802251,0.0191771606203193,0.000104391801763835,0,0,0,0,0,0,0.0143261380158819,0.00330388099765127,0,0,0.00736830332177609,0,2.68426350520076e-05,0.0174533049994408,0.0109887037244156,6.15143719941841e-05,0.156717369421765,0.103332960518958,0.0284420087238564,6.15143719941841e-05,0,0,0,0,0,0,0.0108484024618026,0.00710668166602478,0,0,0.0149455715105561,0,2.3595066043351e-05,0.0153771328798006,0.0122115883741782,3.42509023209934e-05,0.137207592435574,0.123204301304427,0.0275887212539788,3.42509023209934e-05
"115",14413,0,0,0,0,0,0,8.08276753960556e-05,0.00939621726479146,0,0,0.0655310378273521,0,0,0,0,0,0.000343517620433236,0.0750080827675396,0,0,0,0,0,0,0,0,0.000299980001333244,0.0163739084061063,0,0,0.0682537830811279,0,0,0,0,8.33277781481235e-06,0.00172488500766616,0.0849276714885674,0,8.33277781481235e-06,0,0,0,0,0,0,0.00151111829304776,0.0242019133552722,0,0,0.0648339626020059,0,0,6.55109086581401e-06,0,8.73478782108534e-06,0.00556187614507609,0.0905469942503259,6.55109086581401e-06,8.73478782108534e-06,0,0,0,0,0,0,0.00221082434896263,0.0241869745598774,0,0,0.060509150066655,0,0,1.73806945673163e-05,1.04284167403898e-05,2.60710418509744e-05,0.0053358732321661,0.086906948975495,2.78091113077061e-05,2.60710418509744e-05,0,0,0,0,0,0,0.00362356778641892,0.0189893566950862,0,0,0.0514227210180681,0,0,1.90380093857386e-05,6.34600312857954e-06,3.49030172071875e-05,0.00513391653102085,0.0740356454995732,2.53840125143182e-05,3.49030172071875e-05,0,0,0,0,0,0,0.00262496596257829,0.00853619636674836,0,0,0.0369883689267515,0,0,0,0,2.64519391605399e-05,0.00403003073092932,0.0481573112381842,0,2.64519391605399e-05
